id_rollo,fecha,codigo_tela,tipo,color,kg_rollo,observacion
382,2026-05-13 19:24:01.540525,3,JERSEY PEINADO,COCOA,21.75,
383,2026-05-13 19:24:01.540712,3,JERSEY PEINADO,COCOA,21.61,
384,2026-05-13 19:24:20.234606,3,JERSEY PEINADO,MALVA,20.5,
385,2026-05-13 19:24:30.147545,3,JERSEY PEINADO,CHOCOLATE,20.5,
386,2026-05-13 19:24:48.514748,3,JERSEY PEINADO,OFF WHITE,21.44,
387,2026-05-13 19:24:48.515008,3,JERSEY PEINADO,OFF WHITE,21.54,
388,2026-05-13 19:24:48.515195,3,JERSEY PEINADO,OFF WHITE,12.5,
389,2026-05-13 19:25:09.4886,3,JERSEY PEINADO,AZUL DEMIN,21.86,
390,2026-05-13 19:25:09.488883,3,JERSEY PEINADO,AZUL DEMIN,21.83,
391,2026-05-13 19:26:02.653675,3,JERSEY PEINADO,UVA,21.32,
392,2026-05-13 19:26:02.653951,3,JERSEY PEINADO,UVA,22.1,
393,2026-05-13 19:26:02.654137,3,JERSEY PEINADO,UVA,22.39,
394,2026-05-13 19:26:02.654325,3,JERSEY PEINADO,UVA,22.64,
395,2026-05-13 19:26:02.654496,3,JERSEY PEINADO,UVA,22.2,
396,2026-05-13 19:26:02.654666,3,JERSEY PEINADO,UVA,22.3,
397,2026-05-13 19:26:48.188501,3,JERSEY PEINADO,AZUL DEMIN,21.54,
398,2026-05-13 19:26:48.188802,3,JERSEY PEINADO,AZUL DEMIN,21.87,
399,2026-05-13 19:26:48.189021,3,JERSEY PEINADO,AZUL DEMIN,20.5,
400,2026-05-13 19:26:48.189214,3,JERSEY PEINADO,AZUL DEMIN,21.88,
401,2026-05-13 19:26:48.189635,3,JERSEY PEINADO,AZUL DEMIN,21.96,
402,2026-05-13 19:26:48.189898,3,JERSEY PEINADO,AZUL DEMIN,21.87,
403,2026-05-13 19:26:48.190105,3,JERSEY PEINADO,AZUL DEMIN,21.86,
404,2026-05-13 19:26:48.190302,3,JERSEY PEINADO,AZUL DEMIN,20.04,
405,2026-05-13 19:28:07.366287,3,JERSEY PEINADO,CELESTE,22.84,
406,2026-05-13 19:28:07.366575,3,JERSEY PEINADO,CELESTE,21.84,
407,2026-05-13 19:28:07.366776,3,JERSEY PEINADO,CELESTE,21.82,
408,2026-05-13 19:28:07.366956,3,JERSEY PEINADO,CELESTE,21.64,
409,2026-05-13 19:28:39.067102,3,JERSEY PEINADO,BEIGE,25.74,
410,2026-05-13 19:28:39.067408,3,JERSEY PEINADO,BEIGE,18.71,
411,2026-05-13 19:28:39.067629,3,JERSEY PEINADO,BEIGE,21.43,
412,2026-05-13 19:28:39.06784,3,JERSEY PEINADO,BEIGE,21.12,
413,2026-05-13 19:28:39.068033,3,JERSEY PEINADO,BEIGE,21.39,
414,2026-05-13 19:28:39.068221,3,JERSEY PEINADO,BEIGE,21.44,
415,2026-05-13 19:28:39.068397,3,JERSEY PEINADO,BEIGE,21.47,
416,2026-05-13 19:28:39.068577,3,JERSEY PEINADO,BEIGE,21.84,
417,2026-05-13 19:28:39.068922,3,JERSEY PEINADO,BEIGE,21.4,
418,2026-05-13 19:30:15.16994,3,JERSEY PEINADO,OFF WHITE,21.45,
419,2026-05-13 19:30:15.170217,3,JERSEY PEINADO,OFF WHITE,21.43,
420,2026-05-13 19:30:15.170421,3,JERSEY PEINADO,OFF WHITE,21.42,
421,2026-05-13 19:30:15.170607,3,JERSEY PEINADO,OFF WHITE,17.2,
